Date,Price,Open,High,Low,Change %,,,,,,,
9/24/2024,854.96,854.96,858.72,853.13,-0.26,,,,,,,
9/20/2024,857.19,857.19,859.62,854.95,0.26,,,,,,,
9/19/2024,854.95,854.95,855.07,851.19,0.09,,,,,,,
9/18/2024,854.2,854.2,857.89,849.77,-0.43,,,,,,,
9/17/2024,857.89,857.89,861.16,857.08,-0.22,,,,,,,
9/16/2024,859.79,859.79,865.95,853.58,-0.71,,,,,,,
9/13/2024,865.95,865.95,865.95,859.89,0.35,,,,,,,
9/12/2024,862.92,862.92,867.87,859.79,-0.52,,,,,,,
9/11/2024,867.44,867.44,868.81,865.09,0.27,,,,,,,
9/10/2024,865.09,865.09,867.33,862.38,-0.05,,,,,,,
9/9/2024,865.51,865.51,869.14,862.57,-0.39,,,,,,,
9/5/2024,868.9,868.9,873.51,864,0.52,,,,,,,
9/4/2024,864.43,864.43,872.78,863.81,-0.96,,,,,,,
9/3/2024,872.78,872.78,874.15,866.04,0.46,,,,,,,
9/2/2024,868.75,868.75,869.05,857.35,0.46,,,,,,,
8/30/2024,864.77,864.77,866.94,863.21,-0.09,,,,,,,
8/29/2024,865.51,865.51,869.16,864.28,-0.05,,,,,,,
8/28/2024,865.97,865.97,867.58,864.48,0.13,,,,,,,
8/27/2024,864.88,864.88,873.1,864.88,-0.93,,,,,,,
8/26/2024,872.99,872.99,874.1,869.29,0.43,,,,,,,
8/23/2024,869.29,869.29,871.47,865.45,-0.25,,,,,,,
8/22/2024,871.43,871.43,871.43,866.88,0.31,,,,,,,
8/21/2024,868.76,868.76,869.97,867.73,0.12,,,,,,,
8/20/2024,867.73,867.73,872.71,867.69,-0.4,,,,,,,
8/19/2024,871.2,871.2,871.2,866.77,0.51,,,,,,,
8/16/2024,866.77,866.77,867.58,862.22,0.46,,,,,,,
8/15/2024,862.81,862.81,865.64,860.43,-0.33,,,,,,,
8/14/2024,865.64,865.64,865.64,858.08,0.43,,,,,,,
8/13/2024,861.9,861.9,863.03,854.61,0.19,,,,,,,
8/12/2024,860.26,860.26,860.26,852.64,0.64,,,,,,,
8/9/2024,854.78,854.78,856.38,852.05,0.19,,,,,,,
8/8/2024,853.16,853.16,853.72,846.29,0.34,,,,,,,
8/7/2024,850.29,850.29,850.67,841.01,0.11,,,,,,,
8/6/2024,849.37,849.37,849.37,830.5,2.22,,,,,,,
8/5/2024,830.9,830.9,866.5,829.56,-4.11,,,,,,,
8/2/2024,866.5,866.5,867.32,862.32,0.19,,,,,,,
8/1/2024,864.86,864.86,867.27,862.78,-0.28,,,,,,,
7/31/2024,867.27,867.27,867.27,861.99,0.47,,,,,,,
7/30/2024,863.24,863.24,866.43,860.1,-0.12,,,,,,,
7/29/2024,864.29,864.29,868.02,857.24,0.24,,,,,,,
7/26/2024,862.25,862.25,865.17,857.49,-0.23,,,,,,,
7/25/2024,864.25,864.25,867.71,862.51,0.17,,,,,,,
7/24/2024,862.82,862.82,864.87,855.05,0.22,,,,,,,
7/23/2024,860.91,860.91,866.84,853.92,0.01,,,,,,,
7/22/2024,860.82,860.82,869.22,858.17,-0.43,,,,,,,
7/19/2024,864.55,864.55,869.4,863.32,-0.56,,,,,,,
7/18/2024,869.4,869.4,870.38,863.43,0.35,,,,,,,
7/17/2024,866.38,866.38,868.01,857.65,1.02,,,,,,,
7/16/2024,857.65,857.65,862.03,856.11,-0.16,,,,,,,
7/15/2024,859.04,859.04,863.83,856.69,-0.55,,,,,,,
7/12/2024,863.83,863.83,865.53,856.37,0.78,,,,,,,
7/11/2024,857.18,857.18,864.74,854.32,-0.44,,,,,,,
7/10/2024,860.94,860.94,861.37,855.06,0.61,,,,,,,
7/9/2024,855.76,855.76,855.76,851.37,0.45,,,,,,,
7/8/2024,851.9,851.9,852.6,843.76,-0.08,,,,,,,
7/5/2024,852.6,852.6,852.71,847.67,0.36,,,,,,,
7/4/2024,849.5,849.5,852.15,846.16,0.19,,,,,,,
7/3/2024,847.87,847.87,853.27,843.2,-0.17,,,,,,,
7/2/2024,849.29,849.29,851.2,847.21,-0.05,,,,,,,
7/1/2024,849.68,849.68,849.7,843.82,0.24,,,,,,,
6/28/2024,847.68,847.68,852.12,847.48,-0.16,,,,,,,
6/27/2024,849.07,849.07,851.21,845.87,0.35,,,,,,,
6/26/2024,846.07,846.07,846.86,841.05,0.6,,,,,,,
6/25/2024,841.05,841.05,845.45,836.91,-0.01,,,,,,,
6/24/2024,841.12,841.12,849.28,840.65,-0.93,,,,,,,
6/21/2024,848.99,848.99,853.13,847.79,-0.35,,,,,,,
6/20/2024,851.93,851.93,853.63,847.22,0.06,,,,,,,
6/19/2024,851.41,851.41,856.08,848.43,0.35,,,,,,,
6/18/2024,848.43,848.43,854.05,845.21,-0.44,,,,,,,
6/17/2024,852.14,852.14,858.05,849.37,-0.12,,,,,,,
6/14/2024,853.13,853.13,857.79,850.27,-0.18,,,,,,,
6/13/2024,854.66,854.66,855.91,848.02,-0.13,,,,,,,
6/12/2024,855.79,855.79,864,855.64,-0.28,,,,,,,
6/11/2024,858.23,858.23,862.57,855.63,0.3,,,,,,,
6/10/2024,855.63,855.63,862.39,853.6,-0.74,,,,,,,
6/7/2024,862,862,865.04,857.5,-0.35,,,,,,,
6/6/2024,865.04,865.04,866.56,856.73,0.09,,,,,,,
6/5/2024,864.27,864.27,866.81,862.13,-0.15,,,,,,,
6/4/2024,865.54,865.54,868.25,857.05,0.01,,,,,,,
6/3/2024,865.44,865.44,870.7,862.25,0.01,,,,,,,
5/31/2024,865.39,865.39,869.69,861.94,0.21,,,,,,,
5/30/2024,863.6,863.6,867.62,859.35,-0.35,,,,,,,
5/29/2024,866.59,866.59,869.47,864.74,-0.03,,,,,,,
5/28/2024,866.82,866.82,868.42,863.53,0.04,,,,,,,
5/27/2024,866.5,866.5,872.19,865.16,0.01,,,,,,,
5/23/2024,866.45,866.45,870.06,864.08,-0.19,,,,,,,
5/22/2024,868.11,868.11,873.68,862.66,-0.36,,,,,,,
5/21/2024,871.29,871.29,872.94,863.01,0.96,,,,,,,
5/20/2024,863.01,863.01,864.21,847.77,0.82,,,,,,,
5/17/2024,855.96,855.96,857.26,849.4,0.77,,,,,,,
5/16/2024,849.4,849.4,850.65,845.74,0.37,,,,,,,
5/15/2024,846.3,846.3,853.19,846.04,-0.33,,,,,,,
5/14/2024,849.12,849.12,850.94,838.79,1.23,,,,,,,
5/13/2024,838.79,838.79,840.42,834.32,0.1,,,,,,,
5/10/2024,837.99,837.99,838.59,831.93,0.61,,,,,,,
5/9/2024,832.94,832.94,833.19,824.82,0.46,,,,,,,
5/8/2024,829.14,829.14,831,822.6,0.74,,,,,,,
5/7/2024,823.08,823.08,823.08,813.65,1.16,,,,,,,
5/6/2024,813.65,813.65,815.86,808.89,0,,,,,,,
5/2/2024,813.65,813.65,815.86,808.89,0.01,,,,,,,
4/30/2024,813.54,813.54,817.43,813.54,-0.09,,,,,,,
4/29/2024,814.25,814.25,818.69,806.45,-0.53,,,,,,,
4/26/2024,818.59,818.59,819.37,813.15,0.41,,,,,,,
4/25/2024,815.26,815.26,818.1,814.04,-0.21,,,,,,,
4/24/2024,816.99,816.99,817.27,803.07,1.48,,,,,,,
4/23/2024,805.04,805.04,807.29,801.43,-0.18,,,,,,,
4/22/2024,806.46,806.46,806.66,799.21,0.06,,,,,,,
4/19/2024,805.96,805.96,808.57,805.26,-0.16,,,,,,,
4/18/2024,807.23,807.23,808.79,803.68,0.23,,,,,,,
4/17/2024,805.34,805.34,807.18,803.38,-0.05,,,,,,,
4/16/2024,805.73,805.73,810.93,805.02,-0.6,,,,,,,
4/15/2024,810.58,810.58,810.88,803.8,0.09,,,,,,,
4/12/2024,809.86,809.86,812.78,808.46,-0.24,,,,,,,
4/11/2024,811.83,811.83,812.42,804.61,0.76,,,,,,,
4/10/2024,805.67,805.67,806.17,801.37,0.54,,,,,,,
4/9/2024,801.37,801.37,801.67,798.09,0.39,,,,,,,
4/8/2024,798.26,798.26,804.99,797.26,-0.1,,,,,,,
4/5/2024,799.05,799.05,800.17,796.31,0.06,,,,,,,
4/4/2024,798.58,798.58,808.4,797.44,-1.21,,,,,,,
4/3/2024,808.4,808.4,811.2,803.82,0.09,,,,,,,
4/2/2024,807.7,807.7,809.22,804.5,0.03,,,,,,,
3/28/2024,807.47,807.47,808.49,800.83,0.49,,,,,,,
3/27/2024,803.52,803.52,807.04,802.81,-0.12,,,,,,,
3/26/2024,804.48,804.48,807.86,803.16,-0.13,,,,,,,
3/25/2024,805.51,805.51,807.59,803.49,-0.06,,,,,,,
3/22/2024,806.02,806.02,811.34,805.63,-0.62,,,,,,,
3/21/2024,811.02,811.02,811.89,804.79,-0.04,,,,,,,
3/20/2024,811.35,811.35,814.15,809.24,0.26,,,,,,,
3/19/2024,809.24,809.24,814.4,809.24,-0.63,,,,,,,
3/18/2024,814.4,814.4,818.65,810.59,0.07,,,,,,,
3/15/2024,813.82,813.82,816.03,810.52,0.02,,,,,,,
3/14/2024,813.62,813.62,815.87,808.68,0.52,,,,,,,
3/13/2024,809.41,809.41,811.85,807.26,-0.09,,,,,,,
3/12/2024,810.13,810.13,813.81,806.52,-0.45,,,,,,,
3/11/2024,813.81,813.81,817.61,803,1.35,,,,,,,
3/8/2024,803,803,804.14,794.63,0.72,,,,,,,
3/7/2024,797.24,797.24,802,793.09,-0.43,,,,,,,
3/6/2024,800.72,800.72,800.72,794.35,0.8,,,,,,,
3/5/2024,794.35,794.35,796.71,792.54,0.15,,,,,,,
3/1/2024,793.16,793.16,793.16,788.35,0.6,,,,,,,
2/29/2024,788.42,788.42,788.42,781.68,0.56,,,,,,,
2/28/2024,784.03,784.03,784.84,780.58,0.08,,,,,,,
2/27/2024,783.41,783.41,787.25,782.95,-0.21,,,,,,,
2/26/2024,785.07,785.07,786.05,784.52,-0.05,,,,,,,
2/23/2024,785.45,785.45,785.88,783.09,0.08,,,,,,,
2/22/2024,784.84,784.84,786.71,780.01,0.62,,,,,,,
2/21/2024,780.01,780.01,781.61,776.78,-0.14,,,,,,,
2/20/2024,781.07,781.07,782.73,778.26,-0.08,,,,,,,
2/19/2024,781.73,781.73,786.73,778.21,-0.46,,,,,,,
2/16/2024,785.36,785.36,786.84,779.57,0.6,,,,,,,
2/15/2024,780.69,780.69,787.02,779.02,-0.57,,,,,,,
2/14/2024,785.2,785.2,786.98,779.64,0.66,,,,,,,
2/13/2024,780.02,780.02,783.86,778.26,-0.22,,,,,,,
2/12/2024,781.76,781.76,783.08,778.89,0.09,,,,,,,
2/9/2024,781.02,781.02,781.89,778.46,-0.04,,,,,,,
2/8/2024,781.32,781.32,783.77,780.39,-0.07,,,,,,,
2/7/2024,781.87,781.87,783.12,777.59,0.52,,,,,,,
2/6/2024,777.84,777.84,780.7,775.54,-0.15,,,,,,,
2/5/2024,778.98,778.98,781.49,778.55,-0.13,,,,,,,
2/2/2024,779.96,779.96,783.52,776.84,-0.45,,,,,,,
2/1/2024,783.52,783.52,787.83,780.59,-0.4,,,,,,,
1/31/2024,786.68,786.68,787.71,780.5,-0.13,,,,,,,
1/30/2024,787.71,787.71,791.95,785.09,-0.26,,,,,,,
1/29/2024,789.8,789.8,790.76,785.61,0.26,,,,,,,
1/26/2024,787.72,787.72,787.72,777.79,0.72,,,,,,,
1/25/2024,782.07,782.07,787.29,775.75,-0.21,,,,,,,
1/24/2024,783.72,783.72,786.27,771.47,0.71,,,,,,,
1/23/2024,778.21,778.21,788.32,777.43,-0.46,,,,,,,
1/22/2024,781.82,781.82,791.48,781.82,-0.14,,,,,,,
1/19/2024,782.93,782.93,783.4,773.1,0.73,,,,,,,
1/18/2024,777.23,777.23,777.47,771.38,0.45,,,,,,,
1/17/2024,773.78,773.78,775.98,772.7,-0.1,,,,,,,
1/16/2024,774.57,774.57,776.84,771.04,0.21,,,,,,,
1/15/2024,772.96,772.96,778.68,772.65,-0.59,,,,,,,
1/12/2024,777.54,777.54,777.54,766.7,1.01,,,,,,,
1/11/2024,769.78,769.78,769.78,759.25,0.81,,,,,,,
1/10/2024,763.63,763.63,767.21,760.58,-0.47,,,,,,,
1/9/2024,767.21,767.21,767.21,758.05,1.14,,,,,,,
1/8/2024,758.55,758.55,767.52,749.22,-1.08,,,,,,,
1/5/2024,766.84,766.84,768.93,759.19,0.3,,,,,,,
1/4/2024,764.52,764.52,767.08,755.85,0.89,,,,,,,
1/3/2024,757.78,757.78,768.87,757.49,-1.44,,,,,,,
1/2/2024,768.87,768.87,773.16,764.98,0.49,,,,,,,
12/29/2023,765.12,765.12,765.12,741.12,3.1,,,,,,,
12/28/2023,742.09,742.09,742.95,740.31,0.15,,,,,,,
12/26/2023,740.97,740.97,742.51,737.26,0,,,,,,,
12/22/2023,740.97,740.97,742.51,737.26,0.03,,,,,,,
12/21/2023,740.77,740.77,743.97,735.33,-0.2,,,,,,,
12/20/2023,742.27,742.27,745.06,738.61,-0.32,,,,,,,
12/19/2023,744.68,744.68,745,737.33,0.11,,,,,,,
12/18/2023,743.83,743.83,749.51,741.52,-0.2,,,,,,,
12/15/2023,745.32,745.32,748.21,740.97,-0.39,,,,,,,
12/14/2023,748.21,748.21,759.17,746.87,-1.44,,,,,,,
12/13/2023,759.17,759.17,759.29,751.66,0.48,,,,,,,
12/12/2023,755.51,755.51,756.47,754.68,-0.11,,,,,,,
12/11/2023,756.33,756.33,760.55,753.72,0.04,,,,,,,
12/8/2023,755.99,755.99,759.9,750.82,-0.43,,,,,,,
12/7/2023,759.25,759.25,761.91,754.2,0.36,,,,,,,
12/6/2023,756.56,756.56,756.56,749.8,0.87,,,,,,,
12/5/2023,750.04,750.04,750.47,746.75,0.19,,,,,,,
12/4/2023,748.61,748.61,748.61,743.87,0.35,,,,,,,
12/1/2023,745.97,745.97,747.21,745.18,-0.03,,,,,,,
11/30/2023,746.23,746.23,746.23,742.36,0.49,,,,,,,
11/29/2023,742.57,742.57,747.37,741.48,-0.54,,,,,,,
11/28/2023,746.58,746.58,746.74,741.25,0.71,,,,,,,
11/27/2023,741.34,741.34,749.78,739.88,-0.99,,,,,,,
11/24/2023,748.79,748.79,749.27,737.63,0.34,,,,,,,
11/23/2023,746.24,746.24,746.24,737.18,0.75,,,,,,,
11/22/2023,740.72,740.72,741.47,734.36,0.44,,,,,,,
11/21/2023,737.46,737.46,746.53,737.46,-1.21,,,,,,,
11/20/2023,746.53,746.53,750.05,744.67,-0.3,,,,,,,
11/17/2023,748.78,748.78,750.23,745.86,0.06,,,,,,,
11/16/2023,748.33,748.33,748.71,741.54,-0.05,,,,,,,
11/15/2023,748.71,748.71,748.98,744.98,0.03,,,,,,,
11/14/2023,748.52,748.52,750.02,746.28,0.15,,,,,,,
11/13/2023,747.37,747.37,747.37,740.39,0.7,,,,,,,
11/10/2023,742.21,742.21,744.52,741.77,-0.08,,,,,,,
11/9/2023,742.79,742.79,745.91,742.42,-0.41,,,,,,,
11/8/2023,745.84,745.84,746.67,740.11,-0.11,,,,,,,
11/7/2023,746.67,746.67,753.04,743.45,-0.81,,,,,,,
11/6/2023,752.78,752.78,752.85,741.41,1.03,,,,,,,
11/3/2023,745.07,745.07,748.46,739.88,-0.25,,,,,,,
11/2/2023,746.91,746.91,747,744.95,-0.01,,,,,,,
11/1/2023,747,747,747.09,742.72,0,,,,,,,
10/31/2023,747,747,749.67,744.92,-0.11,,,,,,,
10/30/2023,747.86,747.86,748.14,743.84,0.11,,,,,,,
10/27/2023,747.05,747.05,747.05,740.63,0.22,,,,,,,
10/26/2023,745.4,745.4,746.93,741.95,0.37,,,,,,,
10/25/2023,742.64,742.64,743.32,741.04,0.05,,,,,,,
10/24/2023,742.27,742.27,742.27,735.91,0.31,,,,,,,
10/23/2023,740,740,741.92,734.12,-0.26,,,,,,,
10/20/2023,741.92,741.92,750.2,741.23,-1.1,,,,,,,
10/19/2023,750.2,750.2,754.16,747.02,-0.31,,,,,,,
10/18/2023,752.53,752.53,755.11,742.04,0.38,,,,,,,
10/17/2023,749.65,749.65,754.12,745.21,0.18,,,,,,,
10/16/2023,748.29,748.29,751.12,745.92,-0.28,,,,,,,
10/13/2023,750.41,750.41,754.59,750.41,-0.32,,,,,,,
10/12/2023,752.83,752.83,753.29,748.26,0.13,,,,,,,
10/11/2023,751.89,751.89,753.88,748.11,-0.2,,,,,,,
10/10/2023,753.4,753.4,759.72,749.18,-0.31,,,,,,,
10/9/2023,755.71,755.71,757.24,749.1,0.34,,,,,,,
10/6/2023,753.13,753.13,756.12,750.73,-0.06,,,,,,,
10/5/2023,753.57,753.57,756.42,751.77,0.24,,,,,,,
10/4/2023,751.77,751.77,756.52,746.24,0.53,,,,,,,
10/3/2023,747.79,747.79,748.8,742.66,-0.13,,,,,,,
10/2/2023,748.73,748.73,755.97,744.82,-0.93,,,,,,,
9/29/2023,755.73,755.73,755.8,750.68,0.07,,,,,,,
9/28/2023,755.18,755.18,755.49,742.97,1.53,,,,,,,
9/27/2023,743.79,743.79,744.37,740.3,0.03,,,,,,,
9/26/2023,743.56,743.56,744.16,741.23,0.24,,,,,,,
9/25/2023,741.81,741.81,741.99,735.94,0.09,,,,,,,
9/21/2023,741.15,741.15,741.92,729.52,0.15,,,,,,,
9/20/2023,740.06,740.06,740.06,733.2,0.91,,,,,,,
9/19/2023,733.39,733.39,740.97,730.77,-1.02,,,,,,,
9/18/2023,740.97,740.97,746.11,738.04,-0.65,,,,,,,
9/15/2023,745.82,745.82,752.26,738.48,-0.82,,,,,,,
9/14/2023,751.96,751.96,754.14,747.97,-0.19,,,,,,,
9/13/2023,753.37,753.37,757.54,750.61,-0.3,,,,,,,
9/12/2023,755.65,755.65,756.18,753.23,0.08,,,,,,,
9/11/2023,755.03,755.03,756.68,749.32,-0.22,,,,,,,
9/8/2023,756.68,756.68,757.88,754.5,0.03,,,,,,,
9/7/2023,756.46,756.46,756.54,743.52,1.41,,,,,,,
9/5/2023,745.93,745.93,752.26,726.88,-0.84,,,,,,,
9/4/2023,752.26,752.26,758.33,750.51,-0.8,,,,,,,
9/1/2023,758.33,758.33,759.62,754.44,0.35,,,,,,,
8/31/2023,755.65,755.65,760.65,751.74,-0.29,,,,,,,
8/30/2023,757.88,757.88,758.47,752.63,0.7,,,,,,,
8/29/2023,752.63,752.63,753.02,746.62,0.8,,,,,,,
8/28/2023,746.62,746.62,746.7,741.19,0.73,,,,,,,
8/25/2023,741.19,741.19,741.31,733.06,1.06,,,,,,,
8/24/2023,733.41,733.41,733.6,730.4,0.41,,,,,,,
8/23/2023,730.4,730.4,731.25,724.41,0.16,,,,,,,
8/22/2023,729.22,729.22,731.3,722.91,-0.06,,,,,,,
8/21/2023,729.65,729.65,731.87,721.27,0.27,,,,,,,
8/18/2023,727.72,727.72,728.6,718.16,1.33,,,,,,,
8/17/2023,718.16,718.16,719.76,710.3,1.11,,,,,,,
8/16/2023,710.3,710.3,713.38,708.37,-0.43,,,,,,,
8/15/2023,713.38,713.38,714.55,708.55,0.68,,,,,,,
8/14/2023,708.55,708.55,708.55,698.72,0.29,,,,,,,
8/11/2023,706.53,706.53,706.78,704.8,0.01,,,,,,,
8/10/2023,706.48,706.48,707.86,704.24,0.21,,,,,,,
8/9/2023,705,705,706.17,704.02,-0.01,,,,,,,
8/8/2023,705.09,705.09,708.87,694.84,-0.18,,,,,,,
8/7/2023,706.39,706.39,708.42,695.21,1.61,,,,,,,
8/4/2023,695.21,695.21,697.03,691.29,0.57,,,,,,,
8/3/2023,691.29,691.29,691.85,688.55,0.4,,,,,,,
8/2/2023,688.55,688.55,689.75,687.69,0.03,,,,,,,
8/1/2023,688.34,688.34,692.1,687.14,0.17,,,,,,,
7/31/2023,687.14,687.14,687.14,678.63,1.12,,,,,,,
7/28/2023,679.54,679.54,679.54,672.82,0.26,,,,,,,
7/27/2023,677.81,677.81,678.16,676.31,0.03,,,,,,,
7/26/2023,677.61,677.61,677.69,676.61,0.06,,,,,,,
7/25/2023,677.22,677.22,684.91,676.95,-0.55,,,,,,,
7/24/2023,680.94,680.94,683.98,680.61,-0.26,,,,,,,
7/21/2023,682.7,682.7,683.04,675.64,0.69,,,,,,,
7/20/2023,678.05,678.05,678.05,672.01,0.9,,,,,,,
7/19/2023,672.01,672.01,672.01,669.03,0.21,,,,,,,
7/18/2023,670.59,670.59,672.76,670.55,-0.22,,,,,,,
7/17/2023,672.04,672.04,674.77,671.48,0.01,,,,,,,
7/14/2023,671.96,671.96,673.39,670.74,0.01,,,,,,,
7/13/2023,671.89,671.89,676.11,670.82,-0.2,,,,,,,
7/12/2023,673.26,673.26,674.62,670.67,0.11,,,,,,,
7/11/2023,672.53,672.53,673.07,669.17,0.16,,,,,,,
7/10/2023,671.48,671.48,674.99,671.34,-0.15,,,,,,,
7/7/2023,672.49,672.49,672.93,669.48,0.09,,,,,,,
7/6/2023,671.91,671.91,673.88,671.91,-0.27,,,,,,,
7/5/2023,673.73,673.73,673.73,669.83,0.38,,,,,,,
7/4/2023,671.17,671.17,671.38,660.97,0.36,,,,,,,
7/3/2023,668.79,668.79,673.78,665.07,-0.17,,,,,,,
6/30/2023,669.9,669.9,672.37,667.43,0.16,,,,,,,
6/29/2023,668.81,668.81,671.63,667.76,-0.04,,,,,,,
6/28/2023,669.07,669.07,672.25,668.78,-0.16,,,,,,,
6/27/2023,670.14,670.14,677.94,669.64,-0.82,,,,,,,
6/26/2023,675.67,675.67,678.45,675.09,-0.41,,,,,,,
6/23/2023,678.45,678.45,679.19,675.16,0.49,,,,,,,
6/22/2023,675.16,675.16,678.52,672.09,-0.39,,,,,,,
6/21/2023,677.81,677.81,681.29,674.43,0.39,,,,,,,
6/20/2023,675.16,675.16,685.44,674.26,-1.5,,,,,,,
6/19/2023,685.44,685.44,687.56,684.6,0.08,,,,,,,
6/16/2023,684.87,684.87,687.95,684.05,-0.27,,,,,,,
6/15/2023,686.69,686.69,690.6,684.16,0.23,,,,,,,
6/14/2023,685.11,685.11,691.18,678.99,-0.77,,,,,,,
6/13/2023,690.42,690.42,690.79,684.29,0.85,,,,,,,
6/12/2023,684.63,684.63,685.31,682.8,0.19,,,,,,,
6/9/2023,683.34,683.34,686.44,682.03,-0.43,,,,,,,
6/8/2023,686.3,686.3,686.3,680.17,0.68,,,,,,,
6/7/2023,681.64,681.64,681.9,679.58,0.21,,,,,,,
6/6/2023,680.23,680.23,684.38,680.23,-0.5,,,,,,,
6/5/2023,683.65,683.65,684.7,673.67,1.48,,,,,,,
6/2/2023,673.67,673.67,674.88,670.11,0.23,,,,,,,
6/1/2023,672.12,672.12,672.44,665.81,0.82,,,,,,,
5/31/2023,666.63,666.63,667.13,665.68,0.06,,,,,,,
5/30/2023,666.25,666.25,667.53,660.59,0.83,,,,,,,
5/29/2023,660.77,660.77,663.38,659.56,-0.39,,,,,,,
5/26/2023,663.38,663.38,664.99,662.16,-0.1,,,,,,,
5/25/2023,664.02,664.02,665,661.82,0.33,,,,,,,
5/23/2023,661.82,661.82,661.97,655.44,0.81,,,,,,,
5/22/2023,656.47,656.47,661.06,654.93,-0.08,,,,,,,
5/19/2023,657,657,658.97,641.72,2.38,,,,,,,
5/18/2023,641.72,641.72,642.69,629.27,0.5,,,,,,,
5/17/2023,638.54,638.54,639.49,637.44,0.06,,,,,,,
5/16/2023,638.18,638.18,641.94,635.39,0.44,,,,,,,
5/15/2023,635.39,635.39,637.42,624.59,0.96,,,,,,,
5/12/2023,629.36,629.36,634.31,628.46,-0.33,,,,,,,
5/11/2023,631.43,631.43,631.43,621.67,1.57,,,,,,,
5/10/2023,621.67,621.67,625.2,617.95,0.6,,,,,,,
5/9/2023,617.95,617.95,618,609.71,0.66,,,,,,,
5/5/2023,613.91,613.91,614.07,612.46,0.03,,,,,,,
5/4/2023,613.72,613.72,613.77,609.99,0.31,,,,,,,
5/3/2023,611.81,611.81,612.64,609.08,0.37,,,,,,,
5/2/2023,609.55,609.55,611.42,606.68,0.42,,,,,,,
4/28/2023,607.01,607.01,610.37,603.87,0.52,,,,,,,
4/27/2023,603.87,603.87,611.4,602.7,-0.91,,,,,,,
4/26/2023,609.4,609.4,610.08,605.47,-0.11,,,,,,,
4/25/2023,610.08,610.08,611.69,604.98,0.45,,,,,,,
4/24/2023,607.36,607.36,610.06,605.45,-0.26,,,,,,,
4/21/2023,608.95,608.95,615.45,606.96,-0.4,,,,,,,
4/20/2023,611.4,611.4,616.31,608.51,-0.8,,,,,,,
4/19/2023,616.31,616.31,617.77,605.22,-0.21,,,,,,,
4/18/2023,617.6,617.6,617.91,615.55,0.33,,,,,,,
4/13/2023,615.55,615.55,616.17,605.82,0.65,,,,,,,
4/12/2023,611.57,611.57,614.07,610.91,-0.21,,,,,,,
4/11/2023,612.84,612.84,617.79,610.92,0.29,,,,,,,
4/6/2023,611.07,611.07,613.25,605.6,0.1,,,,,,,
4/5/2023,610.43,610.43,613.12,609,-0.14,,,,,,,
4/4/2023,611.31,611.31,611.85,606.81,0.06,,,,,,,
4/3/2023,610.93,610.93,612.62,607.09,0.02,,,,,,,
3/31/2023,610.79,610.79,611.96,606.66,0.68,,,,,,,
3/30/2023,606.66,606.66,607.31,602.19,0.23,,,,,,,
3/29/2023,605.26,605.26,606.6,598.13,0.6,,,,,,,
3/28/2023,601.64,601.64,606.72,601.64,-0.55,,,,,,,
3/27/2023,604.98,604.98,604.98,598.4,0.61,,,,,,,
3/24/2023,601.32,601.32,602.79,598.74,-0.24,,,,,,,
3/23/2023,602.79,602.79,608.64,602.57,-0.79,,,,,,,
3/22/2023,607.58,607.58,607.99,600.38,0.81,,,,,,,
3/21/2023,602.69,602.69,604.2,594.91,1.18,,,,,,,
3/20/2023,595.64,595.64,606.59,580.51,-1.81,,,,,,,
3/17/2023,606.59,606.59,624.47,606.59,-2.85,,,,,,,
3/16/2023,624.38,624.38,624.49,617.61,0.39,,,,,,,
3/15/2023,621.93,621.93,627.78,614.6,-0.88,,,,,,,
3/14/2023,627.46,627.46,627.98,624.07,0.38,,,,,,,
3/13/2023,625.09,625.09,632.75,619.32,-1.21,,,,,,,
3/10/2023,632.75,632.75,637.23,632.26,-0.01,,,,,,,
3/9/2023,632.84,632.84,633.17,627,0.14,,,,,,,
3/8/2023,631.96,631.96,632.44,627.17,0.76,,,,,,,
3/7/2023,627.17,627.17,632.06,621.83,-0.32,,,,,,,
3/6/2023,629.17,629.17,630.76,621.71,0.77,,,,,,,
3/2/2023,624.35,624.35,624.35,612.98,0.37,,,,,,,
3/1/2023,622.05,622.05,631.18,620.83,-1.08,,,,,,,
2/28/2023,628.85,628.85,630.12,625.73,0.41,,,,,,,
2/27/2023,626.3,626.3,626.72,616.21,1.18,,,,,,,
2/24/2023,619.02,619.02,620.41,617.42,0.24,,,,,,,
2/23/2023,617.55,617.55,617.58,615.02,0.19,,,,,,,
2/22/2023,616.37,616.37,616.37,613.24,0.36,,,,,,,
2/21/2023,614.14,614.14,614.14,609.67,0.6,,,,,,,
2/20/2023,610.49,610.49,610.49,604.83,0.53,,,,,,,
2/17/2023,607.3,607.3,611.26,603.72,0.23,,,,,,,
2/16/2023,605.89,605.89,608.42,605.89,-0.28,,,,,,,
2/15/2023,607.59,607.59,609.91,602.23,-0.38,,,,,,,
2/14/2023,609.91,609.91,612.35,607.44,-0.4,,,,,,,
2/13/2023,612.35,612.35,614.8,608.97,-0.4,,,,,,,
2/10/2023,614.8,614.8,615.3,612.09,0.23,,,,,,,
2/9/2023,613.4,613.4,614.03,611.96,0.11,,,,,,,
2/8/2023,612.71,612.71,612.71,609.14,0.21,,,,,,,
2/7/2023,611.42,611.42,613.9,611.34,-0.09,,,,,,,
2/6/2023,612,612,615.61,609.4,0.12,,,,,,,
2/3/2023,611.28,611.28,615.33,608.88,-0.21,,,,,,,
