Source,Group,SubGroup,Cost,Amount,ID,Chapter,Name,Description,Alanine,Alpha-carotene,Alpha-tocopherol,Arginine,Asparagine,Aspartic acid,Available carbohydrate by difference,Beta-carotene,Beta-carotene equivalents,Beta-tocopherol,Beta-tocopherol + Gamma-tocopherol,Biotin,Boron,Cadmium,Calcium,Chloride,Cholecalciferol (Vitamin D3),Cholesterol,Chromium,Cobalt,Copper,Cystine,Delta-tocopherol,Dietary folate equivalents,"Disaccharides, total",Dry matter,Edible portion,"Energy, total metabolisable (kcal)","Energy, total metabolisable (kcal, including dietary fibre)","Energy, total metabolisable (kJ)","Energy, total metabolisable (kJ, including dietary fibre)",Ergocalciferol (Vitamin D2),"Fat, total",Fatty acid 18:3 omega-3,Fatty acid 20:5 omega-3,Fatty acid 22:5 omega-3,Fatty acid 22:6 omega-3,"Fatty acid cis,cis 18:2 omega-6","Fatty acids, total","Fatty acids, total long chain polyunsaturated omega-3","Fatty acids, total monounsaturated","Fatty acids, total polyunsaturated","Fatty acids, total polyunsaturated omega-3","Fatty acids, total saturated","Fatty acids, total trans","Fibre, total dietary","Fibre, water-insoluble","Fibre, water-soluble",Fluoride,"Folate food, naturally occurring food folates","Folate, total","Folic acid, synthetic folic acid",Fructose,Gamma-tocopherol,Glucose,Glutamic acid,Glycine,Glycogen,Histidine,Hydroxyproline,Iodide,Iron,Isoleucine,Lactic acid (grams),Lactose,Lead,Leucine,Lithium,Lutein,Lycopene,Lysine,Magnesium,Malic acid (grams),Maltodextrin,Maltose,Manganese,Mercury,Methionine,Molybdenum,"Monosaccharides, total",Niacin equivalents from tryptophan,"Niacin equivalents, total","Niacin, preformed",Nickel,"Nitrogen, total",Nitrogen-to-protein conversion factor,"Organic acids, total (grams)",Oxalic acid (grams),Pantothenic acid,Phenylalanine,Phosphorus,"Phytosterols, total","Polysaccharides, non-starch","Polysaccharides, non-starch, water-insoluble","Polysaccharides, non-starch, water-soluble",Potassium,Proline,"Protein, total; calculated from total nitrogen","Proximates, total",Quinic acid (grams),Retinol,Riboflavin,Rubidium,Selenium,Serine,Silicon (acid soluble),Sodium,"Starch, resistant","Starch, total",Succinic acid (grams),Sucrose,"Sugar, added","Sugar, free","Sugars, total",Sulphur,Taurine,Thiamin,Threonine,Tin,Total carbohydrate by difference,Total carbohydrates by summation,Total fat-to-total fatty acids conversion factor,Tryptophan,Tyrosine,Valine,Vanadium,"Vitamin A, retinol activity equivalents","Vitamin A, retinol equivalents",Vitamin B12,Vitamin B6,Vitamin C,Vitamin D; calculated by summation,"Vitamin E, alpha-tocopherol equivalents",Vitamin K,Water,Zeaxanthin,Zinc
Plant,Grain,"Bread, Mixed grain",0.509166667,0.26,A158,A,"Bread, mixed grain, heavy, sliced, prepacked, Mixed Grain, Burgen & Vogel's, lower North Island","Bread, mixed grain, heavy, sliced, prepacked, Mixed Grain, Burgen & Vogel's, lower North Island",0,0,0,0,0,0,35.65,0,0,0,0,0,0,1.67,72.6,0,0,0,62.8,0,0.16,0,0,278.66,2.66,54.8,100,203.13,216.33,860.77,913.57,0,2.04,0.099,0,0,0,0.578,1.469,0,0.574,0.678,0.099,0.208,0,6.6,0,0,0,34,180.5,146.5,0,0,0,0,0,0,0,0,1.19,1.47,0,0,1.38,0,0,0,0,0,0,29.4,0,0,1.28,1180,0,0,11.8,0,1.6,2.21,0.61,0,1.51,5.83,0,0,0,0,137,0,4.54,3.12,1.42,216,0,8.8,101.74,0,0,0.14,0.46,1.53,0,0,363,0,34.73,0,0,0,0,2.66,85.4,0,0.14,0,0,42.25,43.99,0.72,0,0,0,0,0,0,0,0.03,0,0,0.18,0,45.2,0,1.08
Plant,Grain,"Bread, Mixed grain",0.509166667,0.26,A159,A,"Bread, mixed grain, heavy, sliced, prepacked, Mixed Grain, Burgen & Vogel's, South Island","Bread, mixed grain, heavy, sliced, prepacked, Mixed Grain, Burgen & Vogel's, South Island",0,0,0,0,0,0,34.26,0,0,0,0,0,0,1.67,73,0,0,0,63.1,0,0.16,0,0,277.99,2.66,55.08,100,211.08,224.28,893.8,946.6,0,2.62,0.128,0,0,0,0.743,1.886,0,0.738,0.87,0.128,0.268,0,6.6,0,0,0,35,180.5,145.5,0,0,0,0,0,0,0,0,1.19,1.48,0,0,1.38,0,0,0,0,0,0,29.6,0,0,1.28,1180,0,0,11.8,0,1.6,2,0.4,0,1.68,5.83,0,0,0,0,138,0,4.4,3.03,1.37,217,0,9.79,102.82,0,0,0.13,0.46,1.37,0,0,365,0,34.42,0,0,0,0,2.66,85.8,0,0.12,0,0,40.86,43.68,0.72,0,0,0,0,0,0,0,0.07,0,0,0.18,0,44.92,0,1.09
Plant,Grain,"Bread, Mixed grain",0.509166667,0.26,A42,A,"Bread, mixed grain, heavy, sliced, prepacked, Mixed Grain, Vogel's & Burgen, upper North Island","Bread, mixed grain, heavy, sliced, prepacked, Mixed Grain, Vogel's & Burgen, upper North Island",401.45,0,0,531.65,0,624.65,36.47,0,0,0,0,6,0,1.7,74,899,0,0,64,0,0.16,258.85,0,278.66,2.7,55.83,100,211.78,224.58,897.26,948.46,0,2.23,0.109,0,0,0,0.632,1.606,0,0.629,0.741,0.109,0.228,0,6.4,0,0,0,34,180.5,146.5,0,0,0,2580.75,447.95,0,285.2,0,1.16,1.5,385.95,0,1.4,0,795.15,0,0,0,311.55,30,0,0,1.3,1200,0,151.9,12,0,1.2,1.8,0.6,0,1.55,5.83,0,0,0.5,602.95,140,0,3.8,2.49,1.31,220,0,9.04,102.42,0,0,0.17,0.47,4.07,599.85,0,370,0,36.19,0,0,0,0,2.7,87,0,0.14,403,0,42.87,45.29,0.72,0,368.9,513.05,0,0,0,0,0.06,0,0,0.19,0,44.17,0,1.1
Plant,Grain,"Bread, Mixed grain",0.509166667,0.26,A1009,A,"Bread, mixed grain, light, sliced, prepacked, composite","Bread, mixed grain, light, sliced, prepacked, composite",0,0,0.5,0,0,0,41.99,0,0,0,0,0,140,1.4,90,0,0.46,0,5,1,0.17,0,0,33.6,3.6,61.7,100,227.64,237.84,963.99,1004.79,0,2.8,0.156,0,0,0,0.778,2.296,0,0.859,0.941,0.156,0.416,0,5.1,0,0,0,33.6,33.6,0,0.25,0.3,0.25,0,0,0,0,0,0.5,1.4,0,0,0.25,0.5,0,2.4,0,0,0,42,0,0,3.1,1300,0.5,0,15,0.5,1.65,2.42,0.77,13,1.7,5.83,0,0,0,0,130,0,3.95,0,0,180,0,9.91,98.71,0,0,0.1,0.26,8.7,0,990,450,0,36.6,0,0.25,0,0,4.1,110,0,0.24,0,2.5,47.09,45.8,0.82,0,0,0,25,0,0,0,0.18,0,0.46,0.53,0,38.3,0,1.1
Plant,Grain,"Bread, Mixed grain",0.509166667,0.26,A156,A,"Bread, mixed grain, light, sliced, prepacked, composite, lower North Island","Bread, mixed grain, light, sliced, prepacked, composite, lower North Island",0,0,0,0,0,0,42.32,0,0,0,0,0,131,1.91,110,1020,0,0,0,0,0.19,0,0,482.4,2.56,62.61,100,241.62,254.42,1024.25,1075.45,0,2.12,0.137,0,0,0,0.594,1.473,0,0.474,0.732,0.137,0.261,0,6.4,0,0,0,34,302.5,268.5,0,0,0,0,0,0,0,0,1.19,1.61,0,0,0,0,0,1.91,0,0,0,38.2,0,0,2.56,1310,0,0,17.1,0,2.6,3.29,0.69,0,1.67,5.83,0,0,0,0,161,0,4.21,2.54,1.67,211,0,9.74,103.58,0,0,0.08,0.33,2.67,0,0,492,0,43.34,0,0,0,0,2.56,151,0,0.16,0,0,48.72,52.3,0.7,0,0,0,0,0,0,0,0.06,0,0,0.17,0,37.39,0,1.2
Plant,Grain,"Bread, Mixed grain",0.509166667,0.26,A157,A,"Bread, mixed grain, light, sliced, prepacked, composite, South Island","Bread, mixed grain, light, sliced, prepacked, composite, South Island",0,0,0,0,0,0,41.12,0,0,0,0,0,129,1.89,109,0,0,0,0,0,0.19,0,0,482.4,2.53,61.83,100,238.44,251.64,1010.46,1063.26,0,2.34,0.152,0,0,0,0.656,1.626,0,0.524,0.808,0.152,0.288,0,6.6,0,0,0,34,302.5,268.5,0,0,0,0,0,0,0,0,1.19,1.59,0,0,0,0,0,1.89,0,0,0,37.7,0,0,2.53,1290,0,0,16.9,0,1.6,2.25,0.65,0,1.67,5.83,0,0,0,0,159,0,4.6,2.76,1.84,208,0,9.74,103.49,0,0,0.08,0.33,1.11,0,0,486,0,42.08,0,0,0,0,2.53,149,0,0.13,0,0,47.72,51.21,0.7,0,0,0,0,0,0,0,0.04,0,0,0.17,0,38.17,0,1.19
Plant,Grain,"Bread, Mixed grain",0.509166667,0.26,A43,A,"Bread, mixed grain, light, sliced, prepacked, composite, upper North Island","Bread, mixed grain, light, sliced, prepacked, composite, upper North Island",407.16,0,0,511.56,0,577.68,41.44,0,0,0,0,6,130,1.9,110,1020,0,0,0,0,0.19,264.48,0,482.4,2.55,62.37,100,243.94,256.74,1033.83,1085.03,0,2.32,0.156,0,0,0,0.674,1.67,0,0.538,0.83,0.156,0.296,0,6.4,0,0,0,34,302.5,268.5,0,0,0,2585.64,445.44,0,302.76,0,1.16,1.6,400.2,0,0,0,810.84,1.9,0,0,309.72,38,0,0,2.55,1300,0,156.6,17,0,1.4,2.14,0.74,0,1.74,5.83,0,0,0.5,610.74,160,0,4.12,2.58,1.54,210,0,10.14,104.18,0,0,0.07,0.33,3.57,605.52,0,490,0,43.07,0,0,0,0,2.55,150,0,0.17,394.98,0,47.84,52.02,0.72,0,358.44,522,0,0,0,0,0.01,0,0,0.17,0,37.63,0,1.2
Plant,Grain,"Bread, Mixed grain",0.509166667,0.26,A1024,A,"Bread, mixed grain, sliced, prepacked, Ancient Grains, Vogel's","Bread, mixed grain, sliced, prepacked, Ancient Grains, Vogel's",0,0,0.47,0,0,0,36.71,6,6,0,0,0,0,0,41,0,0,0,0,0,0.2,0,0,34.65,1.86,56.9,100,206.44,216.44,872.37,912.37,0,4,0.233,0,0,0,0.752,2.88,0,1.575,0.996,0.233,0.281,0,5,4.28,0.72,0,34.65,34.65,0,0.62,0.13,0.34,0,0,0,0,0,0.5,1.6,0,0,0.03,0,0,0,0,0,0,49,0,0,1.73,1200,0,0,0,0.96,1.62,2.42,0.8,0,1.7,5.7,0,0,0,0,140,0,4.26,3.54,0.72,180,0,9.69,96.21,0,14.7,0.05,0,3.2,0,0,360,0,30.1,0,0.11,0,0,2.82,0,0,0.18,0,0,41.71,37.92,0.72,0,0,0,0,15.2,15.7,0,0.21,0,0,0.48,0,43.1,0,1.1
Plant,Grain,"Bread, Mixed grain",0.509166667,0.26,A1051,A,"Bread, mixed grain, sliced, prepacked, Nature's Grain, River Mill, fortified folate","Bread, mixed grain, sliced, prepacked, Nature's Grain, River Mill, fortified folate",0,0,0.07,0,0,0,44.5,0,0,0,0,0,0,0,95,0,0,0,0,0,0.17,0,0,816,2.93,62.55,100,223.47,231.87,947.29,980.89,0,1.98,0.09,0,0,0,0.837,1.876,0,0.48,0.929,0.09,0.403,0,4.2,2.7,1.5,0,315,615,300,0.23,0.01,0.6,0,0,0,0,0,51,1.21,0,0,0,0,0,0,0,0,0,33,0,0,2.93,1010,0,0,0,0.83,2.74,3.65,0.91,0,1.71,5.83,0,0,0,0,110,0,4.25,2.88,1.37,148,0,9.97,96.95,0,0,0.1,0,9,0,0,440,0,37.7,0,0,0,0,3.76,0,0,0.14,0,0,48.7,45.66,0.95,161.07,0,0,0,0,0,0,0.23,0,0,0.08,0,37.45,0,0.93
Plant,Grain,"Bread, Mixed grain",0.509166667,0.26,A1050,A,"Bread, mixed grain, sliced, prepacked, Salba Traditional Wholegrain, Yarrows","Bread, mixed grain, sliced, prepacked, Salba Traditional Wholegrain, Yarrows",0,0,0,0,0,0,32.29,0,0,0,0,0,0,0,106,0,0,0,0,0,0.23,0,0,38.5,2.58,59.75,100,200.56,224.16,848.4,942.8,0,3.19,0.175,0,0,0,0.89,3.026,0,1.086,1.068,0.175,0.787,0,11.8,10.5,1.3,0,38.5,38.5,0,0.03,0.01,0,0,0,0,0,0,25,1.98,0,0,0,0,0,0,0,0,0,54,0,0,2.58,1360,0,0,0,0.03,2.79,3.92,1.13,0,1.83,5.83,0,0,0,0,151,0,0,0,0,183,0,10.67,100.02,0,0,0.12,0,5,0,0,340,0,29.7,0,0,0,0,2.61,0,0,0.89,0,0,44.09,44.11,0.95,163.96,0,0,0,0,0,0,0.21,0,0,0,0,40.25,0,1.28
Plant,Grain,"Bread, Mixed grain",0.509166667,0.26,A1053,A,"Bread, mixed grain, sliced, prepacked, Swiss Bake Grains Plus, Molenberg, Quality Bakers","Bread, mixed grain, sliced, prepacked, Swiss Bake Grains Plus, Molenberg, Quality Bakers",0,0,0.27,0,0,0,37.11,0,0,0,0,0,0,0,117,0,0,0,0,0,0.24,0,0,46.5,2.6,59.8,100,214.77,226.97,908.8,957.6,0,3.18,0.139,0,0,0,1.213,3.016,0,1.032,1.354,0.139,0.555,0,6.1,4.8,1.3,0,46.5,46.5,0,0.04,0.02,0.04,0,0,0,0,0,42,2,0,0,0,0,0,0,0,0,0,61,0,0,2.6,1750,0,0,0,0.08,2.99,4.73,1.74,0,1.95,5.83,0,0,0,0,179,0,4.25,2.88,1.37,200,0,11.37,98.07,0,0,0.12,0,6,0,0,410,0,32.5,0,0,0,0,2.68,0,0,0.15,0,0,43.21,41.28,0.95,175.6,0,0,0,0,0,0,0.29,0,0,0.28,0,40.2,0,1.47
Plant,Grain,"Bread, Mixed grain",0.509166667,0.26,A1049,A,"Bread, mixed grain, sliced, prepacked, Tuscan Mixed Grain, Freya's","Bread, mixed grain, sliced, prepacked, Tuscan Mixed Grain, Freya's",0,0,0,0,0,0,41.21,0,0,0,0,0,0,0,108,0,0,0,0,0,0.16,0,0,31,2.65,60.5,100,219.02,229.22,927.47,968.27,0,2.7,0.144,0,0,0,0.893,2.565,0,1.047,1.039,0.144,0.48,0,5.1,3.4,1.7,0,31,31,0,0.04,0.01,0,0,0,0,0,0,37,1.02,0,0,0,0,0,0,0,0,0,38,0,0,2.6,950,0,0,0,0.04,2.55,3.52,0.97,0,1.65,5.83,0,0,0,0,121,0,4.25,2.88,1.37,153,0,9.59,97.88,0,0,0.11,0,6,0,0,410,0,36.4,0,0.05,0,0,2.69,0,0,0.14,0,0,46.31,44.19,0.95,149.87,0,0,0,0,0,0,0.2,0,0,0,0,39.5,0,0.98
Plant,Grain,Bread Rolls,0.753373016,0.5,A1125,A,"Bread roll or bun, white, plain, ready to eat, commercial, fortified folate","Bread roll or bun, white, plain, ready to eat, commercial, fortified folate",0,0,0,0,0,0,49.75,0,0,0.03,0,0,0,0,48,0,0,0,0,0,0.15,0,0,117.01,3.1,66.6,100,237.56,244.64,1007.01,1035.33,0,2.1,0.058,0,0,0,0.72,1.822,0,0.504,0.78,0.058,0.538,0.004,3.54,2.43,1.11,0,12.3,75,62.7,0,0.01,0,0,0,0,0,0,44,0.9,0,0,0,0,0,0,0,0,0,30,0,0,3.1,810,0,0,0,0,1.73,2.87,1.14,0,1.65,5.7,0,0,0,0,107,0,0,0,0,157,0,9.41,95.51,0,0,0.09,0,9,0,0,540,1.47,42.16,0,0,0,0,3.1,0,0,0.32,0,0,53.3,48.8,0,102,0,0,0,0,0,0,0.3,0,0,0.01,0,33.4,0,0.74
Plant,Grain,Bread Rolls,0.753373016,0.5,A1126,A,"Bread roll or bun, wholemeal, ready to eat, commercial, fortified folate","Bread roll or bun, wholemeal, ready to eat, commercial, fortified folate",0,0,0.12,0,0,0,42.45,0,0,0.08,0,0,0,0,41,0,0,0,0,0,0.24,0,0,53.1,2.8,63.6,100,214.65,227.34,909.01,959.78,0,2.6,0.086,0,0,0,0.888,2.142,0,0.615,0.98,0.086,0.548,0.002,6.35,4.92,1.42,0,3,33,30,0,0.02,0,0,0,0,0,0,38,1.9,0,0,0,0,0,0,0,0,0,69,0,0,2.8,1950,0,0,0,0,1.96,3.9,1.94,0,1.75,5.83,0,0,0,0,193,0,0,0,0,250,0,10.2,95.16,0,0,0.13,0,8,0,0,550,0.67,34.81,0,0,0,0,2.8,0,0,0.25,0,0,48.8,43.96,0,115,0,0,0,0,0,0,0.57,0,0,0.15,0,36.4,0,1.5
Plant,Grain,Bread Rolls,0.753373016,0.5,A179,A,"Bread roll, mixed grain, commercial, lower North Island","Bread roll, mixed grain, commercial, lower North Island",0,0,0,0,0,0,46.11,0,0,0,0,0,190,1.8,58,0,0,0,0,0,0.19,0,0,173.96,1.07,67.57,100,256.21,268.41,1085.76,1134.56,0,2.51,0.274,0,0,0,0.57,1.744,0,0.587,0.844,0.274,0.306,0,6.1,0,0,0,27,115,88,0.27,0,0,0,0,0,0,0,1.19,1.4,0,0,0,0,0,0,0,0,0,43,0,0,1.07,1100,0,0,22,0.27,1.1,2.65,1.55,0,1.89,5.77,0,0,0,0,110,0,4.17,2.28,1.89,160,0,10.91,101.39,0,0,0.06,0.26,3.25,0,0,440,0,46.16,0,0,0,0,1.34,120,0,0.14,0,0,52.21,53.6,0.7,0,0,0,0,0,0,0,0.03,0,0,0.2,0,32.43,0,1.3
Plant,Grain,Bread Rolls,0.753373016,0.5,A180,A,"Bread roll, mixed grain, commercial, South Island","Bread roll, mixed grain, commercial, South Island",0,0,0,0,0,0,46.11,0,0,0,0,0,190,1.8,58,0,0,0,0,0,0.19,0,0,173.96,1.07,67.57,100,256.21,268.41,1085.76,1134.56,0,2.51,0.274,0,0,0,0.57,1.744,0,0.587,0.844,0.274,0.306,0,6.1,0,0,0,27,115,88,0.27,0,0,0,0,0,0,0,1.19,1.4,0,0,0,0,0,0,0,0,0,43,0,0,1.07,1100,0,0,22,0.27,1.1,2.65,1.55,0,1.89,5.77,0,0,0,0,110,0,4.17,2.28,1.89,160,0,10.91,101.39,0,0,0.06,0.26,2.15,0,0,440,0,46.16,0,0,0,0,1.34,120,0,0.14,0,0,52.21,53.6,0.7,0,0,0,0,0,0,0,0.03,0,0,0.2,0,32.43,0,1.3
Plant,Grain,Bread Rolls,0.753373016,0.5,A178,A,"Bread roll, mixed grain, commercial, upper North Island","Bread roll, mixed grain, commercial, upper North Island",0,0,0,0,0,0,46.1,0,0,0,0,0,190,1.8,58,0,0,0,0,0,0.19,0,0,173.96,1.07,67.57,100,256.34,268.54,1086.3,1135.1,0,2.52,0.275,0,0,0,0.572,1.751,0,0.589,0.848,0.275,0.307,0,6.1,0,0,0,27,115,88,0.27,0,0,0,0,0,0,0,1.19,1.4,0,0,0,0,0,0,0,0,0,43,0,0,1.07,1100,0,0,22,0.27,1.1,2.65,1.55,0,1.89,5.77,0,0,0,0,110,0,4.17,2.28,1.89,160,0,10.91,101.41,0,0,0.06,0.26,3.35,0,0,440,0,46.17,0,0,0,0,1.34,120,0,0.15,0,0,52.2,53.61,0.7,0,0,0,0,0,0,0,0.04,0,0,0.2,0,32.43,0,1.3
Plant,Grain,Bread Rolls,0.753373016,0.5,A232,A,"Bread roll, mixed grain, composite, commercial","Bread roll, mixed grain, composite, commercial",0,0,0,0,0,0,46.11,0,0,0,0,0,190,1.8,58,0,0,0,0,0,0.19,0,0,173.96,1.07,67.57,100,256.25,268.45,1085.94,1134.74,0,2.51,0.274,0,0,0,0.571,1.747,0,0.588,0.845,0.274,0.306,0,6.1,0,0,0,27,115,88,0.27,0,0,0,0,0,0,0,1.19,1.4,0,0,0,0,0,0,0,0,0,43,0,0,1.07,1100,0,0,22,0.27,1.1,2.65,1.55,0,1.89,5.77,0,0,0,0,110,0,4.17,2.28,1.89,160,0,10.91,101.39,0,0,0.06,0.26,2.92,0,0,440,0,46.16,0,0,0,0,1.34,120,0,0.14,0,0,52.21,53.6,0.7,0,0,0,0,0,0,0,0.03,0,0,0.2,0,32.43,0,1.3
Plant,Grain,Bread Rolls,0.753373016,0.5,A231,A,"Bread roll, wholegrain, prepacked, composite","Bread roll, wholegrain, prepacked, composite",0,0,0,0,0,0,42.62,0,0,0,0,0,0,1.7,76,0,0,0,0,0,0.18,0,0,27,0.9,63.52,100,254.95,267.15,1079.75,1128.55,0,3.04,0.111,0,0,0,0.895,2.191,0,0.744,1.006,0.111,0.435,0,6.1,0,0,0,27,27,0,0.24,0,0,0,0,0,0,0,1.19,1.4,0,0,0,0,0,0,0,0,0,29.5,0,0,0.9,1100,0,0,22,0.24,1.8,2.73,0.93,0,1.7,5.83,0,0,0,0,110,0,3.57,2.04,1.53,150,0,9.91,104.36,0,0,0.08,0.29,5.33,0,0,420,0,45.84,0,0,0,0,1.14,78,0,0.18,0,0,48.72,53.08,0.72,0,0,0,0,0,0,0,0.08,0,0,0.13,0,36.48,0,1.35
Plant,Grain,Bread Rolls,0.753373016,0.5,A185,A,"Bread roll, wholegrain, prepacked, composite,  lower North Island","Bread roll, wholegrain, prepacked, composite,  lower North Island",0,0,0,0,0,0,42.62,0,0,0,0,0,0,1.7,76,0,0,0,0,0,0.18,0,0,27,0.9,63.52,100,254.92,267.12,1079.63,1128.43,0,3.04,0.111,0,0,0,0.894,2.189,0,0.744,1.004,0.111,0.435,0,6.1,0,0,0,27,27,0,0.24,0,0,0,0,0,0,0,1.2,1.4,0,0,0,0,0,0,0,0,0,29.5,0,0,0.9,1100,0,0,22,0.24,1.8,2.73,0.93,0,1.7,5.83,0,0,0,0,110,0,3.57,2.04,1.53,150,0,9.91,104.36,0,0,0.08,0.29,7.33,0,0,420,0,45.84,0,0,0,0,1.14,78,0,0.15,0,0,48.72,53.08,0.72,0,0,0,0,0,0,0,0.08,0,0,0.13,0,36.48,0,1.35
Plant,Grain,Bread Rolls,0.753373016,0.5,A186,A,"Bread roll, wholegrain, prepacked, composite, South Island","Bread roll, wholegrain, prepacked, composite, South Island",0,0,0,0,0,0,42.62,0,0,0,0,0,0,1.7,76,0,0,0,0,0,0.18,0,0,27,0.9,63.52,100,254.92,267.12,1079.63,1128.43,0,3.04,0.111,0,0,0,0.894,2.189,0,0.744,1.004,0.111,0.435,0,6.1,0,0,0,27,27,0,0.24,0,0,0,0,0,0,0,1.19,1.4,0,0,0,0,0,0,0,0,0,29.5,0,0,0.9,1100,0,0,22,0.24,1.8,2.73,0.93,0,1.7,5.83,0,0,0,0,110,0,3.57,2.04,1.53,150,0,9.91,104.36,0,0,0.08,0.29,2.97,0,0,420,0,45.84,0,0,0,0,1.14,78,0,0.19,0,0,48.72,53.08,0.72,0,0,0,0,0,0,0,0.08,0,0,0.13,0,36.48,0,1.35
Plant,Grain,Bread Rolls,0.753373016,0.5,A184,A,"Bread roll, wholegrain, prepacked, composite, upper North Island","Bread roll, wholegrain, prepacked, composite, upper North Island",0,0,0,0,0,0,42.61,0,0,0,0,0,0,1.7,76,0,0,0,0,0,0.18,0,0,27,0.9,63.52,100,255.01,267.21,1080,1128.8,0,3.05,0.111,0,0,0,0.897,2.196,0,0.745,1.008,0.111,0.436,0,6.1,0,0,0,27,27,0,0.24,0,0,0,0,0,0,0,1.19,1.4,0,0,0,0,0,0,0,0,0,29.5,0,0,0.9,1100,0,0,22,0.24,1.8,2.73,0.93,0,1.7,5.83,0,0,0,0,110,0,3.57,2.04,1.53,150,0,9.91,104.37,0,0,0.08,0.3,5.7,0,0,420,0,45.84,0,0,0,0,1.14,78,0,0.19,0,0,48.71,53.08,0.72,0,0,0,0,0,0,0,0.08,0,0,0.13,0,36.48,0,1.35
Plant,Grain,Pita Bread,1.116008772,0.5,A1097,A,"Bread, pita, white, composite","Bread, pita, white, composite",0,0,0.1,0,0,0,50.88,0,0,0,0,5.7,0,0.9,34.2,0,0,0,0,0,0.16,0,0,24,1.7,66.35,100,246.55,252.55,1046.72,1070.72,0,0.89,0,0,0,0,0,0.599,0,0.18,0.3,0,0.12,0,3,1.13,1.88,0,24,24,0,0.6,0,0,0,0,0,0,0,0,1.02,0,0,0,3,0,2,0,0,0,30.5,0,0,1.7,712,0,0,21,0.6,1.77,2.96,1.19,0,1.83,5.7,0,0,0.29,0,95.1,0,4.42,1.66,2.76,124,0,10.43,98.32,0,0,0.04,0.12,18.6,0,700,344,0.65,46.9,0,0,0,0,2.3,115,0,0.67,0,0,53.88,52.2,0.67,104.3,0,0,0,0,0,0,0.08,0,0,0.1,0,33.65,0,0.96
Plant,Grain,Pita Bread,1.116008772,0.5,A45,A,"Bread, wholemeal, pita, composite","Bread, wholemeal, pita, composite",0,0,0,0,0,0,42.52,0,3,0,0,8,70,1.6,38.2,520,0,0,0,0,0.23,0,0,26,1.4,64.15,100,227.9,243.5,965.79,1028.19,0,2.24,0,0,0,0,0,1.557,0,0.529,0.724,0,0.296,0,7.8,0,0,0,26,26,0,0.8,0,0,0,0,0,0,0,0.48,1.81,0,0,0,3,0,4,0,0,0,73,0,0,1.4,1940,0,0,28,0.8,1.5,2.71,1.21,20,1.73,5.83,0,0,0.8,0,179,0,8.49,4.89,3.6,217,0,10.09,99.33,0,0,0.09,0.2,19,0,800,324,0.87,39.65,0,0,0,0,2.2,116,0,0.31,0,0,50.32,49.65,0.7,0,0,0,0,0.25,0.5,0,0.08,0,0,0.1,0,35.85,0,1.63
Plant,Grain,Pita Bread,1.116008772,0.5,A235,A,"Bread, garlic, made with butter, pita, prepaked","Bread, garlic, made with butter, pita, prepaked",0,0,2.67,0,0,0,41.27,0,0,0,0,0,0,0.8,33.6,0,0,0,0,0,0.11,0,0,2.4,1.45,67.45,100,310.46,316.46,1302.46,1326.46,0,13.59,0,0,0,0,2.873,12.027,0,6.172,3.249,0,2.393,0.737,3,0,0,0,2.4,2.4,0,0.6,0.41,0,0,0,0,0,0,0,0.83,0,0,0,3,0,0,0,0,0,24.9,0,0,1.45,598,0,0,16,0.6,2.7,3.8,1.1,0,1.41,5.7,0,0,0,0,81.3,0,3.95,1.51,2.44,120,0,8.04,97.73,0,0,0.09,0.11,13,0,60000,504,0.73,36.95,0,0,0,0,2.05,101,0,0.22,0,0,44.27,42,0.89,0,0,0,0,0,0,0,0.01,0,0,2.71,0,32.55,0,0.73
Plant,Grain,White Flour,0.135166667,0.5,E108,E,"Flour, wheat, white, standard, composite","Flour, wheat, white, standard, composite",302.4,0,0,358.4,0,417.6,73.22,0,0,0,0,1,33.33,2,24,81,0,0,8.33,3.33,0.17,227.2,0,17.67,0.5,86.7,100,336.59,341.99,1429.07,1450.67,0,1.15,0,0,0,0,0,0.771,0,0.101,0.509,0,0.156,0,2.7,0,0,54,17.67,17.67,0,0,0,0,3108.8,342.4,0,206.4,0,1,2,326.4,0,0,0.17,628.8,0.33,0,0,206.4,21,0,0,0.2,1100,0.67,131.2,9.5,0,1.69,2.36,0.67,8.33,1.6,5.7,0,0,0.3,468.8,120,0,3.03,1.72,1.31,160,1009.6,9.12,99.22,0,0,0.02,0.24,3.18,476.8,0,1.3,0,71.94,0,0.3,0,0,0.5,76,0,0.19,294.4,8.33,75.92,75.14,0.67,99.2,281.6,409.6,8.33,0,0,0,0.06,0,0,0.52,0,13.3,0,0.83
