Source,Group,SubGroup,Cost,Amount,ID,Chapter,Name,Description,Alanine,Alpha-carotene,Alpha-tocopherol,Arginine,Asparagine,Aspartic acid,Available carbohydrate by difference,Beta-carotene,Beta-carotene equivalents,Beta-tocopherol,Beta-tocopherol + Gamma-tocopherol,Biotin,Boron,Cadmium,Calcium,Chloride,Cholecalciferol (Vitamin D3),Cholesterol,Chromium,Cobalt,Copper,Cystine,Delta-tocopherol,Dietary folate equivalents,"Disaccharides, total",Dry matter,Edible portion,"Energy, total metabolisable (kcal)","Energy, total metabolisable (kcal, including dietary fibre)","Energy, total metabolisable (kJ)","Energy, total metabolisable (kJ, including dietary fibre)",Ergocalciferol (Vitamin D2),"Fat, total",Fatty acid 18:3 omega-3,Fatty acid 20:5 omega-3,Fatty acid 22:5 omega-3,Fatty acid 22:6 omega-3,"Fatty acid cis,cis 18:2 omega-6","Fatty acids, total","Fatty acids, total long chain polyunsaturated omega-3","Fatty acids, total monounsaturated","Fatty acids, total polyunsaturated","Fatty acids, total polyunsaturated omega-3","Fatty acids, total saturated","Fatty acids, total trans","Fibre, total dietary","Fibre, water-insoluble","Fibre, water-soluble",Fluoride,"Folate food, naturally occurring food folates","Folate, total","Folic acid, synthetic folic acid",Fructose,Gamma-tocopherol,Glucose,Glutamic acid,Glycine,Glycogen,Histidine,Hydroxyproline,Iodide,Iron,Isoleucine,Lactic acid (grams),Lactose,Lead,Leucine,Lithium,Lutein,Lycopene,Lysine,Magnesium,Malic acid (grams),Maltodextrin,Maltose,Manganese,Mercury,Methionine,Molybdenum,"Monosaccharides, total",Niacin equivalents from tryptophan,"Niacin equivalents, total","Niacin, preformed",Nickel,"Nitrogen, total",Nitrogen-to-protein conversion factor,"Organic acids, total (grams)",Oxalic acid (grams),Pantothenic acid,Phenylalanine,Phosphorus,"Phytosterols, total","Polysaccharides, non-starch","Polysaccharides, non-starch, water-insoluble","Polysaccharides, non-starch, water-soluble",Potassium,Proline,"Protein, total; calculated from total nitrogen","Proximates, total",Quinic acid (grams),Retinol,Riboflavin,Rubidium,Selenium,Serine,Silicon (acid soluble),Sodium,"Starch, resistant","Starch, total",Succinic acid (grams),Sucrose,"Sugar, added","Sugar, free","Sugars, total",Sulphur,Taurine,Thiamin,Threonine,Tin,Total carbohydrate by difference,Total carbohydrates by summation,Total fat-to-total fatty acids conversion factor,Tryptophan,Tyrosine,Valine,Vanadium,"Vitamin A, retinol activity equivalents","Vitamin A, retinol equivalents",Vitamin B12,Vitamin B6,Vitamin C,Vitamin D; calculated by summation,"Vitamin E, alpha-tocopherol equivalents",Vitamin K,Water,Zeaxanthin,Zinc
Animal,Chicken,Chicken Breast,1.263916667,1,M359,M,"Chicken, breast, separable lean 94% & fat 6%, raw","Chicken, breast, separable lean 94% & fat 6%, raw",899.46,0,0.52,1128.6,0,1600.56,0,0,0,0,0,2,0,0.2,9.4,70,0.2,66,6.7,0,0.03,205.2,0,9.1,0,27,66.7,134.55,134.55,565.03,565.03,0,5.45,0.036,0,0.005,0.005,0.592,5.15,0.01,2.67,0.685,0.046,1.767,0,0,0,0,0,9.1,9.1,0,0,0,0,2664.18,697.68,0,523.26,0,0.71,0.62,728.46,0,0,4.5,1258.56,0,0,0,1658.7,26.3,0,0,0,12,0,509.58,0,0,7.09,12.09,5,0,3.42,6.25,0,0,1.46,663.48,237,0,0,0,0,261,779.76,21.38,100.88,0,16,0.1,0,11.8,646.38,0,59.4,0,0,0,0,0,0,0,213,0,0.09,735.3,0,0,0,0.95,417.24,584.82,608.76,0,16,16,0.2,0.5,1.1,0.2,0.52,0,73,0,0.85
Animal,Chicken,Chicken Breast,1.263916667,1,M1029,M,"Chicken, breast, smoked, skin removed","Chicken, breast, smoked, skin removed",0,0,0.24,0,0,0,0.7,0,0,0,0,0,0,0,124,0,0.2,53,0,0,0.08,0,0,8,0,31.8,100,164.5,164.5,686.5,686.5,0,10.1,0,0,0,0,0,9.545,0,4.8,2.1,0,2.6,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,5,1.56,0,0,0,0,0,0,0,0,0,2.8,0,0,0,20,0,0,0,0,4.2,10.94,6.74,0,2.86,6.25,0,0,0,0,350,0,0,0,0,256,0,17.9,99.8,0,0,0.25,0,110,0,0,954,0,0.5,0,0,0,0,0,0,0,0.07,0,0,0.7,0.5,0.95,0,0,0,0,0,0,0,0.42,0,0.2,0.24,0,68.2,0,0.8
Animal,Chicken,Chicken Breast,1.263916667,1,M1012,M,"Chicken, deli cooked, breast, flesh, ready to eat, composite","Chicken, deli cooked, breast, flesh, ready to eat, composite",0,0,0.42,0,0,0,0,0,0,0,0,0,31,0.05,6.9,0,0.1,93,1,0.2,0.03,0,0,20,0,32,100,133.9,133.9,566.45,566.45,0,2.1,0.022,0,0.002,0.002,0.264,1.985,0.004,0.99,0.309,0.026,0.611,0.002,0,0,0,0,20,20,0,0,0.01,0,0,0,0,0,0,0.8,0.33,0,0,0,0.1,0,0.2,0,0,0,30,0,0,0,13,0.1,0,7.2,0,5.1,15.9,10.8,1,4.6,6.25,0,0,0,0,300,0,0,0,0,370,0,28.75,100.45,0,34.8,0.15,0.73,30.33,0,225,325,0,0,0,0,0,0,0,270,0,0.2,0,0.5,0,0,0.95,0,0,0,13,34.8,34.8,0.3,0.29,0,0.1,0.42,0,68,0,0.85
Animal,Chicken,"Chicken Pieces, excluding breast",0.777166667,1,M1016,M,"Chicken, deli cooked, drumstick, flesh, ready to eat, composite","Chicken, deli cooked, drumstick, flesh, ready to eat, composite",0,0,0.81,0,0,0,0,0,0,0,0,0,40,0.05,11,0,0.2,150,1,0.2,0.06,0,0,20,0,34.7,53,172.1,172.1,722.8,722.8,0,6.9,0.078,0,0.007,0.003,0.919,6.521,0.01,3.332,1.066,0.088,1.937,0.007,0,0,0,0,20,20,0,0,0.01,0,0,0,0,0,0,0.91,0.79,0,0,0,0.1,0,0.2,0,0,0,25,0,0,0,22,0.1,0,10,0,5.2,11.8,6.6,1,4.4,6.25,0,0,0,0,260,0,0,0,0,350,0,27.5,101.3,0,34.8,0.27,0.6,37.33,0,260,360,0,0,0,0,0,0,0,270,0,0.2,0,0.5,0,0,0.95,0,0,0,12,34.8,34.8,0.82,0.22,0,0.2,0.81,0,65.3,0,2.2
Animal,Chicken,"Chicken Pieces, excluding breast",0.777166667,1,M1013,M,"Chicken, deli cooked, thigh, flesh, ready to eat, composite","Chicken, deli cooked, thigh, flesh, ready to eat, composite",0,0,0.67,0,0,0,0,0,0,0,0,0,31,0.04,9.7,0,0.1,128,1,0.2,0.06,0,0,20,0,34.2,52,172.2,172.2,721.48,721.48,0,8.3,0.086,0,0.008,0.004,1.082,7.844,0.012,3.969,1.251,0.098,2.424,0.008,0,0,0,0,20,20,0,0,0.01,0,0,0,0,0,0,1.5,0.86,0,0,0,0.1,0,0.2,0,0,0,23,0,0,0,21,0.1,0,12,0,4.2,11.31,7.11,1,3.9,6.25,0,0,0,0,250,0,0,0,0,310,0,24.38,100.08,0,34.8,0.26,0.55,28.33,0,300,330,0,0,0,0,0,0,0,250,0,0.19,0,0.5,0,0,0.95,0,0,0,13,34.8,34.8,0.51,0.22,0,0.1,0.67,0,65.8,0,2.2
Animal,Chicken,"Chicken Pieces, excluding breast",0.777166667,1,M247,M,"Chicken, drumstick, flesh, grilled","Chicken, drumstick, flesh, grilled",1114.08,0,0.9,1388.38,0,1962.3,0,0,0,0,0,3,0,0.1,8.6,95,0.2,149,0,0,0.08,257.42,0,23.4,0,33.3,36,166.7,166.7,699.98,699.98,0,6.8,0.045,0,0,0,0.668,6.426,0,3.457,0.752,0.045,2.191,0,0,0,0,0,23.4,23.4,0,0,0,0,3266.28,877.76,0,607.68,0,0.8,1.9,877.76,0,0,0.5,1569.84,0,0,0,1827.26,16.5,0,0,0,16,0,763.82,0,0,5.45,8.95,3.5,0,4.22,6.25,0,0,1.3,928.4,200,0,0,0,0,310,924.18,26.38,100.83,0,50,0.23,0,18.4,818.68,0,109,0,0,0,0,0,0,0,283,0,0.05,924.18,0,0,0,0.95,320.72,860.88,979.04,0,50,50,1.8,0.53,0,0.2,0.9,0,66.7,0,2.7
Animal,Chicken,"Chicken Pieces, excluding breast",0.777166667,1,M345,M,"Chicken, drumstick, flesh, raw","Chicken, drumstick, flesh, raw",796.89,0,0.77,999.9,0,1418.04,0,0,0,0,0,3,0,0.2,7.2,88,0.1,101,6.2,0,0.06,181.8,0,15.7,0,23.9,57,116.43,116.43,489.18,489.18,0,4.52,0.021,0,0,0.009,0.504,4.271,0.009,2.247,0.585,0.03,1.384,0,0,0,0,0,15.7,15.7,0,0,0,0,2360.37,618.12,0,463.59,0,1.14,1.02,645.39,0,0,4.5,1115.04,0,0,0,1469.55,22.6,0,0,0,15.7,0,451.47,0,0,6.28,9.98,3.7,0,3.03,6.25,0,0,1.5,587.82,204,0,0,0,0,333,690.84,18.94,100.54,0,26,0.14,0,14,572.67,0,105,0,0,0,0,0,0,0,231,0,0.09,651.45,0,0,0,0.95,369.66,518.13,539.34,0,26,26,0.77,0.27,3,0.1,0.77,0,76.1,0,2
Animal,Chicken,"Chicken Pieces, excluding breast",0.777166667,1,M343,M,"Chicken, drumstick, flesh, roasted","Chicken, drumstick, flesh, roasted",1085.04,0,0.9,1352.19,0,1911.15,0,0,0,0,0,3,0,0.1,9.9,96,0.1,132,3.1,0,0.08,250.71,0,23.4,0,31.7,52.8,161.97,161.97,680.15,680.15,0,6.58,0.044,0,0,0,0.647,6.218,0,3.345,0.728,0.044,2.12,0,0,0,0,0,23.4,23.4,0,0,0,0,3181.14,854.88,0,591.84,0,0.8,1.11,854.88,0,0,0.5,1528.92,0,0,0,1779.63,21.9,0,0,0,16,0,743.91,0,0,5.31,10.91,5.6,0,4.11,6.25,0,0,1.3,904.2,207,0,0,0,0,219,900.09,25.69,101.52,0,50,0.26,0,17.3,797.34,0,110,0,0,0,0,0,0,0,283,0,0.05,900.09,0,0,0,0.95,312.36,838.44,953.52,0,50,50,1.31,0.37,0,0.1,0.9,0,68.3,0,2.8
Animal,Chicken,"Chicken Pieces, excluding breast",0.777166667,1,M352,M,"Chicken, drumstick, separable lean 78%, separable fat 1% & skin 21%, roasted in oven bag","Chicken, drumstick, separable lean 78%, separable fat 1% & skin 21%, roasted in oven bag",972.84,0,0.98,1197.9,0,1640.76,0,0,0,0,0,3,0,0.1,10.1,83,0.1,130,5.2,0,0.07,217.8,0,20.1,0,37.1,67.9,222.15,222.15,925.89,925.89,0,14.6,0.11,0,0,0,1.435,13.797,0,7.561,1.587,0.11,4.622,0,0,0,0,0,20.1,20.1,0,0,0,0,2726.13,885.72,0,504.57,0,0.8,1.07,747.78,0,0,0.5,1306.8,0,0,0,1506.45,19.5,0,0,0,16,0,642.51,0,0,4.81,9.91,5.1,0,3.63,6.25,0,0,1.24,769.56,187,0,0,0,0,212,845.79,22.69,101.07,0,52,0.22,0,16,693.33,0,98.1,0,0,0,0,0,0,0,241,0,0.05,765.93,0,0,0,0.95,283.14,704.22,838.53,0,52,52,1.19,0.34,0,0.1,0.98,0,62.9,0,2.38
Animal,Chicken,"Chicken Pieces, excluding breast",0.777166667,1,M362,M,"Chicken, drumstick, separable lean 83%, separable fat 3% & skin 14%, raw","Chicken, drumstick, separable lean 83%, separable fat 3% & skin 14%, raw",742.26,0,0.78,920.18,0,1284.36,0.12,0,0,0,0,3,0,0.3,7.6,79,0.2,103,6.3,0,0.06,161.24,0,15,0,29.3,68.7,167.69,167.69,699.05,699.05,0,10.91,0.072,0,0,0.01,1.113,10.31,0.01,5.526,1.258,0.082,3.371,0,0,0,0,0,15,15,0,0,0,0,2112.8,647.74,0,408.66,0,1.14,1.04,586.58,0,0,4.4,1000.8,0,0,0,1301.04,20.2,0,0,0,16,0,411.44,0,0,5.58,9.28,3.7,0,2.78,6.25,0,0,1.39,528.2,186,0,0,0,0,303,667.2,17.38,99.88,0,37,0.13,0,13.3,522.64,0,96.2,0,0,0,0,0,0,0,205,0,0.08,578.24,0,0.12,0,0.95,328.04,461.48,505.96,0,37,37,0.71,0.27,2.5,0.2,0.78,0,70.7,0,1.8
Animal,Chicken,"Chicken Pieces, excluding breast",0.777166667,1,M357,M,"Chicken, drumstick, separable lean 97% & fat 3%, raw","Chicken, drumstick, separable lean 97% & fat 3%, raw",781.11,0,0.76,980.1,0,1389.96,0,0,0,0,0,3,0,0.2,7.3,86,0.1,101,6,0,0.06,178.2,0,15.5,0,25.3,59.1,130.05,130.05,544.96,544.96,0,6.2,0.035,0,0,0.006,0.674,5.859,0.006,3.14,0.762,0.041,1.928,0,0,0,0,0,15.5,15.5,0,0,0,0,2313.63,605.88,0,454.41,0,1.14,1.04,632.61,0,0,4.6,1092.96,0,0,0,1440.45,22.1,0,0,0,16,0,442.53,0,0,6.16,9.96,3.8,0,2.97,6.25,0,0,1.48,576.18,200,0,0,0,0,326,677.16,18.56,100.42,0,29,0.14,0,13.8,561.33,0,103,0,0,0,0,0,0,0,225,0,0.09,638.55,0,0,0,0.95,362.34,507.87,528.66,0,29,29,0.75,0.27,2.9,0.1,0.76,0,74.7,0,1.96
Animal,Chicken,"Chicken Pieces, excluding breast",0.777166667,1,M346,M,"Chicken, drumstick, separable lean 98% & fat 2%, roasted in oven bag","Chicken, drumstick, separable lean 98% & fat 2%, roasted in oven bag",1071.84,0,0.9,1335.74,0,1887.9,0,0,0,0,0,3,0,0.1,9.9,95,0.1,132,3.1,0,0.08,247.66,0,23.1,0,32.2,53.9,168.82,168.82,708.14,708.14,0,7.48,0.049,0,0,0,0.735,7.069,0,3.82,0.827,0.049,2.417,0,0,0,0,0,23.1,23.1,0,0,0,0,3142.44,844.48,0,584.64,0,0.8,1.12,844.48,0,0,0.5,1510.32,0,0,0,1757.98,21.7,0,0,0,16,0,734.86,0,0,5.25,10.85,5.6,0,4.06,6.25,0,0,1.29,893.2,205,0,0,0,0,219,889.14,25.38,101.6,0,50,0.25,0,17.2,787.64,0,109,0,0,0,0,0,0,0,279,0,0.05,889.14,0,0,0,0.95,308.56,828.24,941.92,0,50,50,1.29,0.37,0,0.1,0.9,0,67.8,0,2.76
Animal,Chicken,"Chicken Pieces, excluding breast",0.777166667,1,M255,M,"Chicken, leg, flesh, grilled","Chicken, leg, flesh, grilled",1021.68,0,0.9,1273.23,0,1799.55,0.66,0,0,0,0,3,0,0.1,25,98,0.2,148,3,0,0.04,236.07,0,23.4,0,36.9,31,196.65,196.65,821.89,821.89,0,11.1,0.073,0,0,0,1.091,10.49,0,5.643,1.227,0.073,3.577,0,0,0,0,0,23.4,23.4,0,0,0,0,2995.38,804.96,0,557.28,0,0.8,2.6,804.96,0,0,0.5,1439.64,0,0,0,1675.71,15,0,0,0,18,0,700.47,0,0,5,8.5,3.5,0,3.87,6.25,0,0,1.3,851.4,200,0,0,0,0,270,847.53,24.19,99.34,0,50,0.17,0,18.4,750.78,0,93,0,0,0,0,0,0,0,260,0,0.11,847.53,0,0.66,0,0.95,294.12,789.48,897.84,0,50,50,1.31,0.37,0,0.2,0.9,0,63.1,0,2.5
Animal,Chicken,"Chicken Pieces, excluding breast",0.777166667,1,M335,M,"Chicken, thigh, flesh, raw","Chicken, thigh, flesh, raw",807.41,0,0.77,1013.1,0,1436.76,0,0,0,0,0,3,0,0.2,8,97,0.4,87,4,0,0.07,184.2,0,15.7,0,23.9,47,115.99,115.99,487.51,487.51,0,4.36,0.025,0,0,0.008,0.515,4.12,0.008,2.093,0.597,0.033,1.405,0,0,0,0,0,15.7,15.7,0,0,0,0,2391.53,626.28,0,469.71,0,1.14,1.01,653.91,0,0,2.9,1129.76,0,0,0,1488.95,24.2,0,0,0,16,0,457.43,0,0,6.37,10.07,3.7,0,3.07,6.25,0,0,1.54,595.58,222,0,0,0,0,360,699.96,19.19,100.67,0,26,0.14,0,13.9,580.23,0,92.1,0,0,0,0,0,0,0,232,0,0.09,660.05,0,0,0,0.95,374.54,524.97,546.46,0,26,26,0.77,0.27,3,0.4,0.77,0,76.1,0,1.76
Animal,Chicken,"Chicken Pieces, excluding breast",0.777166667,1,M337,M,"Chicken, thigh, flesh, roasted","Chicken, thigh, flesh, roasted",968.88,0,0.9,1207.43,0,1706.55,0,0,0,0,0,3,0,0.1,13,99,0.2,120,2.9,0,0.08,223.87,0,23.4,0,33.5,53.4,182.83,182.83,764.38,764.38,0,10.12,0.067,0,0,0,0.995,9.563,0,5.145,1.119,0.067,3.261,0,0,0,0,0,23.4,23.4,0,0,0,0,2840.58,763.36,0,528.48,0,0.8,1.06,763.36,0,0,0.5,1365.24,0,0,0,1589.11,20.3,0,0,0,19,0,664.27,0,0,4.74,10.34,5.6,0,3.67,6.25,0,0,1.3,807.4,199,0,0,0,0,239,803.73,22.94,100.5,0,50,0.26,0,17.2,711.98,0,95.1,0,0,0,0,0,0,0,248,0,0.05,803.73,0,0,0,0.95,278.92,748.68,851.44,0,50,50,1.31,0.37,0,0.2,0.9,0,66.5,0,2.23
Animal,Chicken,"Chicken Pieces, excluding breast",0.777166667,1,M354,M,"Chicken, thigh, lean 63%, separable fat 15% & skin 22%, raw","Chicken, thigh, lean 63%, separable fat 15% & skin 22%, raw",667.12,0,0.78,820.88,0,1135.84,0.69,0,0,0,0,2,0,0.3,8.6,74,0.2,94,4.4,0,0.06,141.36,0,14,0,36.5,75,237.5,237.5,985,985,0,19.5,0.147,0,0,0,1.953,18.428,0,9.822,2.174,0.147,6.1,0,0,0,0,0,14,14,0,0,0,0,1850.08,632.4,0,354.64,0,1.14,1.11,518.32,0,0,3.6,872.96,0,0,0,1125.92,18.4,0,0,0,18,0,364.56,0,0,4.85,8.95,4.1,0,2.48,6.25,0,0,1.26,466.24,173,0,0,0,0,283,615.04,15.5,99.31,0,52,0.13,0,12.4,463.76,0,76.3,0,0,0,0,0,0,0,174,0,0.07,508.4,0,0.69,0,0.95,285.2,404.24,458.8,0,52,52,0.6,0.28,1.9,0.2,0.78,0,63.5,0,1.42
Animal,Chicken,"Chicken Pieces, excluding breast",0.777166667,1,M350,M,"Chicken, thigh, lean 72%, separable fat 9% & skin 19%, roasted in oven bag","Chicken, thigh, lean 72%, separable fat 9% & skin 19%, roasted in oven bag",846.88,0,0.99,1045.96,0,1428.32,0,0,0,0,0,2.5,0,0.1,12.3,84,0.2,120,4.8,0,0.07,189.6,0,19.3,0,39.8,73.8,256.93,256.93,1067.24,1067.24,0,19.77,0.112,0,0,0,1.457,18.683,0,10.3,1.607,0.112,6.315,0,0,0,0,0,19.3,19.3,0,0,0,0,2370,777.36,0,436.08,0,0.8,1.05,647.8,0,0,0.6,1134.44,0,0,0,1305.08,17.7,0,0,0,18,0,556.16,0,0,4.19,9.49,5.3,0,3.16,6.25,0,0,1.2,669.92,176,0,0,0,0,225,742.6,19.75,100.57,0,53,0.22,0,15.5,603.56,0,84.4,0,0,0,0,0,0,0,204,0,0.05,666.76,0,0,0,0.95,246.48,609.88,726.8,0,53,53,1.16,0.33,0,0.2,0.99,0,60.2,0,1.86
Animal,Chicken,"Chicken Pieces, excluding breast",0.777166667,1,M342,M,"Chicken, thigh, separable lean 81% & fat 19%, raw","Chicken, thigh, separable lean 81% & fat 19%, raw",715.36,0,0.75,897.6,0,1272.96,0,0,0,0,0,3,0,0.3,8.6,86,0.1,88,3.4,0,0.07,163.2,0,14.5,0,31.5,58,192.02,192.02,798.86,798.86,0,13.78,0.104,0,0,0.013,1.432,13.022,0.013,6.84,1.615,0.117,4.349,0,0,0,0,0,14.5,14.5,0,0,0,0,2118.88,554.88,0,416.16,0,1.14,1.15,579.36,0,0,3.7,1000.96,0,0,0,1319.2,21.1,0,0,0,18,0,405.28,0,0,5.64,10.04,4.4,0,2.72,6.25,0,0,1.38,527.68,195,0,0,0,0,316,620.16,17,100.18,0,40,0.13,0,13.1,514.08,0,82.3,0,0,0,0,0,0,0,201,0,0.08,584.8,0,0,0,0.95,331.84,465.12,484.16,0,40,40,0.66,0.28,2.4,0.1,0.75,0,68.5,0,1.58
Animal,Chicken,"Chicken Pieces, excluding breast",0.777166667,1,M340,M,"Chicken, thigh, separable lean 89% & fat 11%, roasted in oven bag","Chicken, thigh, separable lean 89% & fat 11%, roasted in oven bag",902.88,0,0.92,1125.18,0,1590.3,0,0,0,0,0,3,0,0.1,12.6,95,0.2,119,2.9,0,0.08,208.62,0,21.8,0,36.2,60.1,216.9,216.9,903.58,903.58,0,14.6,0.097,0,0,0,1.435,13.797,0,7.53,1.6,0.097,4.719,0,0,0,0,0,21.8,21.8,0,0,0,0,2647.08,711.36,0,492.48,0,0.8,1.08,711.36,0,0,0.6,1272.24,0,0,0,1480.86,19.2,0,0,0,19,0,619.02,0,0,4.42,10.22,5.8,0,3.42,6.25,0,0,1.3,752.4,189,0,0,0,0,233,748.98,21.38,100.69,0,52,0.24,0,16.5,663.48,0,91,0,0,0,0,0,0,0,228,0,0.05,748.98,0,0,0,0.95,259.92,697.68,793.44,0,52,52,1.24,0.37,0,0.2,0.92,0,63.8,0,2.09
Animal,Chicken,"Chicken Pieces, excluding breast",0.777166667,1,M344,M,"Chicken, wing, Chicken, separable lean 97% & fat 3%, roasted, roasted","Chicken, wing, Chicken, separable lean 97% & fat 3%, roasted, roasted",1053.36,0,0.57,1312.71,0,1783.53,0,0,0,0,0,2,0,0.2,10.2,79,0.1,99,4.5,0,0.05,243.39,0,10.1,0,33.4,42.5,174.18,174.18,729.93,729.93,0,8.27,0.063,0,0,0,0.805,7.815,0,4.22,0.907,0.063,2.665,0,0,0,0,0,10.1,10.1,0,0,0,0,3092.25,829.92,0,574.56,0,0.8,1.16,829.92,0,0,0.4,1484.28,0,0,0,1727.67,20.5,0,0,0,15,0,722.19,0,0,5.16,12.26,7.1,0,3.99,6.25,0,0,1.39,877.8,182,0,0,0,0,227,873.81,24.94,100.67,0,16,0.11,0,15.1,774.06,0,92.3,0,0,0,0,0,0,0,247,0,0.06,873.81,0,0,0,0.95,303.24,813.96,925.68,0,16,16,0.24,0.25,0,0.1,0.57,0,66.6,0,1.82
Animal,Chicken,"Chicken Pieces, excluding breast",0.777166667,1,M264,M,"Chicken, wing, flesh, grilled","Chicken, wing, flesh, grilled",1132.56,0,0.55,1411.41,0,1994.85,1.32,0,0,0,0,2,0,0.2,22,79,0.2,156,4.5,0,0.02,261.69,0,10.2,0,37.8,24,186.45,186.45,781.41,781.41,0,8.8,0.058,0,0,0,0.865,8.316,0,4.474,0.973,0.058,2.836,0,0,0,0,0,10.2,10.2,0,0,0,0,3320.46,892.32,0,617.76,0,0.8,1.6,892.32,0,0,0.4,1595.88,0,0,0,1857.57,16,0,0,0,15,0,776.49,0,0,5.54,10.34,4.8,0,4.29,6.25,0,0,1.4,943.8,180,0,0,0,0,270,939.51,26.81,98.68,0,15,0.05,0,7.2,832.26,0,88,0,0,0,0,0,0,0,252,0,0.04,939.51,0,1.32,0,0.95,326.04,875.16,995.28,0,15,15,0.23,0.25,0,0.2,0.55,0,62.2,0,1.7
Animal,Chicken,"Chicken Pieces, excluding breast",0.777166667,1,M355,M,"Chicken, wing, flesh, raw","Chicken, wing, flesh, raw",904.72,0,0.51,1135.2,0,1609.92,0,0,0,0,0,2,0,0.6,9,72,0.1,77,13.7,0,0.04,206.4,0,9.1,0,25,41.7,115.88,115.88,488.34,488.34,0,3.32,0.016,0,0.003,0.006,0.355,3.137,0.009,1.619,0.424,0.025,1.067,0,0,0,0,0,9.1,9.1,0,0,0,0,2679.76,701.76,0,526.32,0,1.14,0.77,732.72,0,0,3.5,1265.92,0,0,0,1668.4,23.1,0,0,0,13,0,512.56,0,0,7.13,12.03,4.9,0,3.44,6.25,0,0,1.5,667.36,195,0,0,0,0,290,784.32,21.5,100.75,0,10,0.1,0,13.4,650.16,0,88.9,0,0,0,0,0,0,0,211,0,0.09,739.6,0,0,0,0.95,419.68,588.24,612.32,0,10,10,0.2,0.51,1.2,0.1,0.51,0,75,0,1.2
Animal,Chicken,"Chicken Pieces, excluding breast",0.777166667,1,M341,M,"Chicken, wing, flesh, roasted","Chicken, wing, flesh, roasted",1071.84,0,0.55,1335.74,0,1887.9,0,0,0,0,0,2,0,0.2,10.2,79,0.1,99,4.5,0,0.05,247.66,0,10.2,0,32.7,41.4,165.85,165.85,695.93,695.93,0,7.15,0.047,0,0,0,0.703,6.757,0,3.635,0.791,0.047,2.304,0,0,0,0,0,10.2,10.2,0,0,0,0,3142.44,844.48,0,584.64,0,0.8,1.16,844.48,0,0,0.4,1510.32,0,0,0,1757.98,20.8,0,0,0,15,0,734.86,0,0,5.25,12.35,7.1,0,4.06,6.25,0,0,1.4,893.2,184,0,0,0,0,228,889.14,25.38,100.7,0,15,0.11,0,15.2,787.64,0,93.2,0,0,0,0,0,0,0,252,0,0.06,889.14,0,0,0,0.95,308.56,828.24,941.92,0,15,15,0.23,0.25,0,0.1,0.55,0,67.3,0,1.84
Animal,Chicken,"Chicken Pieces, excluding breast",0.777166667,1,M356,M,"Chicken, wing, separable lean 62%, separable fat 4% & skin 34%, raw","Chicken, wing, separable lean 62%, separable fat 4% & skin 34%, raw",745.28,0,0.65,909.68,0,1246.7,0.81,0,0,0,0,2,0,0.6,9,57,0.1,91,11.2,0,0.04,161.66,0,11.5,0,36.3,67,226.9,226.9,942.33,942.33,0,17.6,0.133,0,0,0,1.73,16.632,0,8.998,1.946,0.133,5.505,0,0,0,0,0,11.5,11.5,0,0,0,0,2013.9,756.24,0,380.86,0,1.14,0.88,569.92,0,0,3.6,948.04,0,0,0,1216.56,17.6,0,0,0,14,0,402.78,0,0,5.22,9.62,4.4,0,2.74,6.25,0,0,1.24,509.64,157,0,0,0,0,241,704.18,17.13,99.19,0,41,0.09,0,12.1,506.9,0,75.6,0,0,0,0,0,0,0,161,0,0.07,553.48,0,0.81,0,0.95,306.88,438.4,515.12,0,41,41,0.27,0.43,0.7,0.1,0.65,0,63.7,0,1.06
Animal,Chicken,"Chicken Pieces, excluding breast",0.777166667,1,M351,M,"Chicken, wing, separable lean 63%, fat 2% & skin 35%, roasted in oven bag","Chicken, wing, separable lean 63%, fat 2% & skin 35%, roasted in oven bag",891.59,0,0.82,1088.99,0,1450.89,0,0,0,0,0,2,0,0.2,10.5,64,0.1,107,7.6,0,0.04,194.11,0,9.6,0,41.3,65,264.23,264.23,1097.7,1097.7,0,20.22,0.153,0,0,0,1.968,19.108,0,10.433,2.178,0.153,6.267,0,0,0,0,0,9.6,9.6,0,0,0,0,2404.99,908.04,0,440.86,0,0.8,1.06,667.87,0,0,0.4,1151.5,0,0,0,1309.42,17.3,0,0,0,15,0,569.17,0,0,4.47,10.17,5.7,0,3.29,6.25,0,0,1.25,677.74,159,0,0,0,0,213,812.63,20.56,100.26,0,32,0.11,0,13.8,618.52,0,79.5,0,0,0,0,0,0,0,194,0,0.05,671.16,0,0,0,0.95,263.2,605.36,753.41,0,32,32,0.44,0.24,0,0.1,0.82,0,58.7,0,1.49
